Contributor/Author,Date Accessioned,Date Available,Date Issued,Link,Publisher,Rights,Subjects,Title,Filename,FileSize,Category,Language
Krxshhnd-ayyan'gaaraa Kan',2010-08-10T08:34:48Z,2010-08-10T08:34:48Z,1934//,http://oudl_osmania_ac_in/handle/OUDL/3153,Satyashuudhana Prakat'ana Man'dira,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Bhaaratiiya Aitihaasa Praveishikaa Prathama Bhaaga,198069_OU_Bhaar ... shikaa_Prathama_Bhaaga.pdf,56.76Mb,Publications,Kannada
Shhand-mukhayya Vrx En',2010-08-10T08:34:39Z,2010-08-10T08:34:39Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3132,Shaaradaa Prakat'anaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Deivategal'u Nakkaaga,198150_OU_Deivategal'u_Nakkaaga.pdf,5.941Mb,Publications,Kannada
Krxshhnd-ashaasatrii E Aaraa,2010-08-10T08:55:46Z,2010-08-10T08:55:46Z,1933//,http://oudl_osmania_ac_in/handle/OUDL/3481,Karnd-aat'aka San'ghu,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Bhaasa Kavi,198498_OU_Bhaasa_Kavi.pdf,13.71Mb,Publications,Kannada
Manuuran'jana San'gha,2010-08-10T08:34:39Z,2010-08-10T08:34:39Z,1936//,http://oudl_osmania_ac_in/handle/OUDL/3133,Manuuran'jana San'gha,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Al'u Nagu Aidu Kategal'u,198184_OU_Al'u_Nagu_Aidu_Kategal'u.pdf,1.865Mb,Publications,Kannada
Gal'aganaatha Vai Ti,2010-08-10T09:46:07Z,2010-08-10T09:46:07Z,1928//,http://oudl_osmania_ac_in/handle/OUDL/4034,Gal'aganaatha Surasa Gran'thamaale,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Dhaarmikateija Gran'tha 4,198994_OU_Dhaarmikateija_Gran'tha_4.pdf,26.86Mb,Publications,Kannada
Ayyan'gaaraa Em En Shreinivaasa,2010-08-10T08:34:40Z,2010-08-10T08:34:40Z,1928//,http://oudl_osmania_ac_in/handle/OUDL/3134,Bi Bi D'i Pavaraa Pres,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Linguistics and languages;Languages,San'sakrxta Kavi Charite Prathama San'put'i,198104_OU_San's ... ite_Prathama_San'put'i.pdf,37.12Mb,Publications,Kannada
Muurtiraav E En,2010-08-10T08:34:40Z,2010-08-10T08:34:40Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/3135,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Yaadhana Punaraagamana 1,198182_OU_Yaadhana_Punaraagamana_1.pdf,7.301Mb,Publications,Kannada
Kaikind-i Gauriisha,2010-08-10T08:55:47Z,2010-08-10T08:55:47Z,1948//,http://oudl_osmania_ac_in/handle/OUDL/3484,Parnd-akut'a Gran'tha Maale,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Gan'd'u Hend-nd-u,198455_OU_Gan'd'u_Hend-nd-u.pdf,8.117Mb,Publications,Kannada
Deivaraaya Baagaleid'i,2010-08-10T08:34:48Z,2010-08-10T08:34:48Z,1949//,http://oudl_osmania_ac_in/handle/OUDL/3154,Jiivana Kaaryaalaya,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Huchcha Munasiipha,198133_OU_Huchcha_Munasiipha.pdf,7.566Mb,Publications,Kannada
Arvattha Naaraayand-araav,2010-08-10T08:34:41Z,2010-08-10T08:34:41Z,1940//,http://oudl_osmania_ac_in/handle/OUDL/3136,Arvattha Naaraayand-araav,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Kichchu,198197_OU_Kichchu.pdf,6.195Mb,Publications,Kannada
Anan'da,2010-08-10T08:34:41Z,2010-08-10T08:34:41Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3137,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Pakshhigaana 55,198173_OU_Pakshhigaana_55.pdf,4.746Mb,Publications,Kannada
Shriivatsa,2010-08-10T08:34:58Z,2010-08-10T08:34:58Z,1933//,http://oudl_osmania_ac_in/handle/OUDL/3176,Vest'a An'd' Ko,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Abhimanyu,198241_OU_Abhimanyu.pdf,5.461Mb,Publications,Kannada
Kastuuri Naa,2010-08-10T08:34:42Z,2010-08-10T08:34:42Z,1935//,http://oudl_osmania_ac_in/handle/OUDL/3138,Naa Kastuuri,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Paataal'adalli Paapachchi,198175_OU_Paataal'adalli_Paapachchi.pdf,9.225Mb,Publications,Kannada
Krxshhnd-asharma Siddavanahal'l'i,2010-08-10T08:55:48Z,2010-08-10T08:55:48Z,1943//,http://oudl_osmania_ac_in/handle/OUDL/3485,Siddavanahal'l'i Krxshhnd-asharma,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Deirpamaale,198533_OU_Deirpamaale.pdf,10.85Mb,Publications,Kannada
Raajaratnan' Ji Pi,2010-08-10T08:34:42Z,2010-08-10T08:34:42Z,1940//,http://oudl_osmania_ac_in/handle/OUDL/3139,Anan'd Bradarsa,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Maatina Malli,198098_OU_Maatina_Malli.pdf,8.730Mb,Publications,Kannada
Shreikan't'hayya Tii Nan',2010-08-10T09:46:08Z,2010-08-10T09:46:08Z,1939//,http://oudl_osmania_ac_in/handle/OUDL/4035,Pan'chaachaarya Elekt'rik Pres,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Pan'pa Maale 10,200101_OU_Pan'pa_Maale_10.pdf,3.254Mb,Publications,Kannada
Jibij,2010-08-10T08:34:48Z,2010-08-10T08:34:48Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/3155,Shaaradaa Prakat'anaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Maduve Maad'i Nod'u Maale 33,198238_OU_Maduve_Maad'i_Nod'u_Maale_33.pdf,6.779Mb,Publications,Kannada
Naagiisharaaya Ka,2010-08-10T08:34:42Z,2010-08-10T08:34:42Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/3140,Prachalika Saahitya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Muttina Chippu Kaadan'bari,198170_OU_Muttina_Chippu_Kaadan'bari.pdf,5.189Mb,Publications,Kannada
Kaaran'ta Shivaraama,2010-08-10T08:55:50Z,2010-08-10T08:55:50Z,1953//,http://oudl_osmania_ac_in/handle/OUDL/3489,Harshha Mudrand-a Prakat'and-aalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Apuurva Pashing-ama,198449_OU_Apuurva_Pashing-ama.pdf,34.10Mb,Publications,Kannada
Yaayisal'a,2010-08-10T08:34:43Z,2010-08-10T08:34:43Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3141,Satyashuudhana Prakat'ana Man'dira,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Dinaari,198205_OU_Dinaari.pdf,6.744Mb,Publications,Kannada
Raamasvaamayyan'gaaraa Ke,2010-08-10T08:55:48Z,2010-08-10T08:55:48Z,1916//,http://oudl_osmania_ac_in/handle/OUDL/3486,Ji T'i E Pres,OUT_OF_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Jiirnd-a Vijaya Negaaraadarshan' Gran'tha 74,198548_OU_Jiirn ... aadarshan'_Gran'tha_74.pdf,5.670Mb,Publications,Kannada
Puujaara Prabhaakara,2010-08-10T08:34:43Z,2010-08-10T08:34:43Z,1939//,http://oudl_osmania_ac_in/handle/OUDL/3142,Prabhaakara Puujaara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Satkathaalaapa,198163_OU_Satkathaalaapa.pdf,7.920Mb,Publications,Kannada
Guruuji Saane,2010-08-10T08:34:43Z,2010-08-10T08:34:43Z,1941//,http://oudl_osmania_ac_in/handle/OUDL/3143,Anan'ta Saat'hi,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Suugasina Katha 1 Bhaaga,198077_OU_Suugasina_Katha_1_Bhaaga.pdf,4.785Mb,Publications,Kannada
Gun'd'appanavaron'da D'i Vi,2010-08-10T08:34:49Z,2010-08-10T08:34:49Z,1928//,http://oudl_osmania_ac_in/handle/OUDL/3156,Karnd-aat'aka Prakat'anaalaya,IN_COPYRIGHT,GENERALITIES;Newspapers;The press;Including: Journalism,Vrxtta Patrikegal'u,198228_OU_Vrxtta_Patrikegal'u.pdf,7.215Mb,Publications,Kannada
Raamaraav En',2010-08-10T08:34:44Z,2010-08-10T08:34:44Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/3144,Satyashudhana Prakat'ana Man'dira,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Jiivarasa,198168_OU_Jiivarasa.pdf,5.814Mb,Publications,Kannada
Aiyan'gaara Raamasvaami,2010-08-10T08:55:49Z,2010-08-10T08:55:49Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3487,Karnaat'aka Saahitya Man'dira,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Bhaarata Bhaagya Vidhaata,198524_OU_Bhaarata_Bhaagya_Vidhaata.pdf,41.36Mb,Publications,Kannada
Murali,2010-08-10T09:46:08Z,2010-08-10T09:46:08Z,1949//,http://oudl_osmania_ac_in/handle/OUDL/4036,Bi Pi Kaal'i,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Jiivana Vikaasa,200103_OU_Jiivana_Vikaasa.pdf,8.484Mb,Publications,Kannada
Aiyyan'gaarya Mn' A Duuresvaami,2010-08-10T08:34:44Z,2010-08-10T08:34:44Z,1933//,http://oudl_osmania_ac_in/handle/OUDL/3145,Aaluura Ven'kat'araayaru,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Vishhayaakhan'd'ada Jaagrxti Gran'tha 5,198093_OU_Vishh ... da_Jaagrxti_Gran'tha_5.pdf,11.40Mb,Publications,Kannada
Ayyan'gaaraa Si En Shreinivaasa,2010-08-10T08:55:53Z,2010-08-10T08:55:53Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3495,Pan'chaachaarya Elekt'rik Pres,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Gand-itashaasatrada Svaruupa 33,198444_OU_Gand-itashaasatrada_Svaruupa_33.pdf,3.075Mb,Publications,Kannada
Raamaraav En',2010-08-10T08:34:44Z,2010-08-10T08:34:44Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/3146,Satyashudhana Prakat'ana Man'dira,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Chippigana Saahasa,198167_OU_Chippigana_Saahasa.pdf,4.606Mb,Publications,Kannada
Kuven'pu,2010-08-10T08:34:49Z,2010-08-10T08:34:49Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/3157,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Malenaad'ina Charitragal'u 23,198166_OU_Malenaad'ina_Charitragal'u_23.pdf,9.897Mb,Publications,Kannada
Krxshhnd-avarma Sidda Venahal'l'i,2010-08-10T08:34:49Z,2010-08-10T08:34:49Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3158,Gaan'dhii Saahitya Bhaan'd'aara,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Gaan'dhii Saahitya,198210_OU_Gaan'dhii_Saahitya.pdf,6.159Mb,Publications,Kannada
Siitaaraamashaasatrii Bi,2010-08-10T08:55:51Z,2010-08-10T08:55:51Z,1949//,http://oudl_osmania_ac_in/handle/OUDL/3490,Maisuuru Vishva Vidyaanilaya,,GENERALITIES;General reference works Encyclopaedias,San'khoodyaana 23,198521_OU_San'khoodyaana_23.pdf,2.620Mb,Publications,Kannada
Put't'appa Ke Vi,2010-08-10T08:34:58Z,2010-08-10T08:34:58Z,1934//,http://oudl_osmania_ac_in/handle/OUDL/3177,Maisuuru Vishvavidyaanilaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Shreiraamakrxshhnd-a Paramahan'sa Gran'thamaale 5,198221_OU_Shreiraamakrxshhnd-a_Paramahan'sa.pdf,24.62Mb,Publications,Kannada
Naaraayand-araav Vi Yas,2010-08-10T08:34:50Z,2010-08-10T08:34:50Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/3159,Vichaara Saahitya Limit'ed'a,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Maakshhagun'd'an' Vishveishvarayya Jiivana Charitre,198103_OU_Maakshhagun'd'an'_Vishveishvarayya.pdf,16.62Mb,Publications,Kannada
Mat'hada Shivagan'gaa,2010-08-10T08:55:52Z,2010-08-10T08:55:52Z,1913//,http://oudl_osmania_ac_in/handle/OUDL/3493,Ke Es Krxshhnd-ayya,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Raghukula Charitan' Bhaaga 1,198428_OU_Raghukula_Charitan'_Bhaaga_1.pdf,10.26Mb,Publications,Kannada
Vyaasaraav Aaraa,2010-08-10T08:34:50Z,2010-08-10T08:34:50Z,1930//,http://oudl_osmania_ac_in/handle/OUDL/3160,Raamamohana Kan'peni,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Literature;Literature,Vivaaha Man'gal'a,198090_OU_Vivaaha_Man'gal'a.pdf,1.224Mb,Publications,Kannada
Kut't'alagi Raamachan'dra,2010-08-10T08:35:07Z,2010-08-10T08:35:07Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/3199,Lalita Saahitya Maale,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Giichugere,198214_OU_Giichugere.pdf,5.383Mb,Publications,Kannada
Gokaaka Vi Krx,2010-08-10T08:34:51Z,2010-08-10T08:34:51Z,1938//,http://oudl_osmania_ac_in/handle/OUDL/3161,Ji Bi Joshi,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Samudradaachiyin'da,198231_OU_Samudradaachiyin'da.pdf,39.02Mb,Publications,Kannada
Kulakarnd-i Da Raa,2010-08-10T08:55:51Z,2010-08-10T08:55:51Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3491,Lookamaanya Smaaraka Man'd'ala,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,T'al'aka Kathaamrxtasaara,198556_OU_T'al'aka_Kathaamrxtasaara.pdf,3.321Mb,Publications,Kannada
San'd'aphord'a,2010-08-10T08:34:52Z,2010-08-10T08:34:52Z,1913//,http://oudl_osmania_ac_in/handle/OUDL/3162,Kaavyaalaya,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Samati Madanakumaarara Charitra,198145_OU_Samati_Madanakumaarara_Charitra.pdf,28.00Mb,Publications,Kannada
Shreisvaami,2010-08-10T08:34:59Z,2010-08-10T08:34:59Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3178,Masuurhara Gran'tha Prakaashana Samiti,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Meid'agal'u,198156_OU_Meid'agal'u.pdf,10.18Mb,Publications,Kannada
Kastuuri Era,2010-08-10T08:34:52Z,2010-08-10T08:34:52Z,1939//,http://oudl_osmania_ac_in/handle/OUDL/3163,Sarasvati Pustaka Bhan'd'aara,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Yadvaa Tadvaa,198237_OU_Yadvaa_Tadvaa.pdf,4.892Mb,Publications,Kannada
Put't'and-nd-a En' Es,2010-08-10T09:46:08Z,2010-08-10T09:46:08Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/4037,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Musuga Tegeyei Maayaan'gane,200083_OU_Musuga_Tegeyei_Maayaan'gane.pdf,12.49Mb,Publications,Kannada
Saavitramma Ech Vi,2010-08-10T08:34:53Z,2010-08-10T08:34:53Z,1949//,http://oudl_osmania_ac_in/handle/OUDL/3164,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Niraashrite 1,198161_OU_Niraashrite_1.pdf,9.490Mb,Publications,Kannada
Navara Es Vi Ran'gand-nd-a,2010-08-10T08:55:52Z,2010-08-10T08:55:52Z,1948//,http://oudl_osmania_ac_in/handle/OUDL/3492,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;Serial publications Periodicals their function  business and editiorial management,Kannad'agarige Ol'l'iya Saahitya,198514_OU_Kannad'agarige_Ol'l'iya_Saahitya.pdf,16.54Mb,Publications,Kannada
Mat'hada Shivaran'gaa,2010-08-10T08:34:53Z,2010-08-10T08:34:53Z,1913//,http://oudl_osmania_ac_in/handle/OUDL/3165,Ke Es Krxshhnd-ayyaraa,OUT_OF_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;Science of history;Ancillary historical sciences,Raghukula Charitan',198225_OU_Raghukula_Charitan'.pdf,11.99Mb,Publications,Kannada
Ayyaraa A Naaraayand-asvaami,2010-08-10T08:34:54Z,2010-08-10T08:34:54Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3166,Satyashuudhana Prakat'ana Man'dira,IN_COPYRIGHT,GENERALITIES;Serial publications Periodicals their function  business and editiorial management,Snnaanaphat't'ada Heil'ike Mattu Itara Kathegal'u,198116_OU_Snnaa ... Mattu_Itara_Kathegal'u.pdf,8.420Mb,Publications,Kannada
Narasin'haachaarya Es Ji,2010-08-10T08:55:53Z,2010-08-10T08:55:53Z,1904//,http://oudl_osmania_ac_in/handle/OUDL/3497,Krxshhnd-a Raajein'dra Bad'eya,OUT_OF_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Literature;Literary forms;Genres,Vatsaraajana Katha 1 10,198487_OU_Vatsaraajana_Katha_1_10.pdf,23.18Mb,Publications,Kannada
Siitaaraamayya En' Vi,2010-08-10T08:34:59Z,2010-08-10T08:34:59Z,1945//,http://oudl_osmania_ac_in/handle/OUDL/3179,Shaaradaa Man'dira,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Ratideivi,198202_OU_Ratideivi.pdf,8.086Mb,Publications,Kannada
Krxshhnd-amuurtiraav Es Vi,2010-08-10T08:34:54Z,2010-08-10T08:34:54Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/3167,Ushhaa Saahitya Maale,IN_COPYRIGHT,GENERALITIES;Organizations and other types of cooperation;Including: Associations;Congresses;Exhibitions_Museums,Dilliya Patragal'u,198243_OU_Dilliya_Patragal'u.pdf,10.41Mb,Publications,Kannada
Hal'akat't'a Pha Gu,2010-08-10T08:55:52Z,2010-08-10T08:55:52Z,1926//,http://oudl_osmania_ac_in/handle/OUDL/3494,Pha Gu Hal'akat't'a,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Gand-adaasi Viirand-nd-anavara 7,198519_OU_Gand-adaasi_Viirand-nd-anavara_7.pdf,1.623Mb,Publications,Kannada
Ashvattha,2010-08-10T08:34:54Z,2010-08-10T08:34:54Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/3168,Jiivana Kaaryaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Sand-ndakategal'u,198196_OU_Sand-ndakategal'u.pdf,11.25Mb,Publications,Kannada
Krxshhnd-akumarur Sidda Vanahal'l'i,2010-08-10T08:35:04Z,2010-08-10T08:35:04Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/3193,En Es Bin'giiri,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Gaan'dhiijiyavara Raajakiiya Patragal'u,198215_OU_Gaan' ... _Raajakiiya_Patragal'u.pdf,11.58Mb,Publications,Kannada
Raajaratnan' Ji Pi,2010-08-10T08:34:55Z,2010-08-10T08:34:55Z,1953//,http://oudl_osmania_ac_in/handle/OUDL/3169,Karnd-aat'aka San'gha,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Chinnada Duuse,198131_OU_Chinnada_Duuse.pdf,4.444Mb,Publications,Kannada
Kaal'i Bhi Pa,2010-08-10T09:46:09Z,2010-08-10T09:46:09Z,1944//,http://oudl_osmania_ac_in/handle/OUDL/4038,Bhi Pa Kaal'i,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Kund-akyaa,200018_OU_Kund-akyaa.pdf,13.21Mb,Publications,Kannada
Bhaagavata T'i Aaraa,2010-08-10T08:34:55Z,2010-08-10T08:34:55Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/3170,Vi Aaraa Prabhu,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Mrxgajala,198127_OU_Mrxgajala.pdf,3.921Mb,Publications,Kannada
Krxshhnd-araaya Naad'igiira,2010-08-10T08:34:59Z,2010-08-10T08:34:59Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3180,Satyashuudhana Prakat'ana Man'dira,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Tale Harat'i,198135_OU_Tale_Harat'i.pdf,6.898Mb,Publications,Kannada
Ratnamma Ku Dau,2010-08-10T08:34:55Z,2010-08-10T08:34:55Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3171,Si En Bin'd'igeiri,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Deivagaana,198203_OU_Deivagaana.pdf,7.602Mb,Publications,Kannada
Ven'kat'eishayyan'gaaraa Nan'gapuran',2010-08-10T08:55:53Z,2010-08-10T08:55:53Z,1929//,http://oudl_osmania_ac_in/handle/OUDL/3496,Nan'gapuran' Ven'kat'eishayyan'gaaraa,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Svaami Viveikaanan'daravara Patragal'a 2,198518_OU_Svaam ... 'daravara_Patragal'a_2.pdf,7.055Mb,Publications,Kannada
Chaari Aaraa Seitumaadhavaa,2010-08-10T08:34:56Z,2010-08-10T08:34:56Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/3172,Aaraa Seitumaadhavaa Chaari,IN_COPYRIGHT,RELIGION;THEOLOGY;Religions of the Indian subcontinent;Hinduism narrowly,Shreimadvaayumahaapuraand-an' San'chika 4,198120_OU_Shrei ... uraand-an'_San'chika_4.pdf,30.38Mb,Publications,Kannada
Raajaratnan' Ji Pi,2010-08-10T08:55:55Z,2010-08-10T08:55:55Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/3500,Manoohara Gran'tha Prakaashana Samiti,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,28 Kate 14 Chitra,198583_OU_28_Kate_14_Chitra.pdf,14.69Mb,Publications,Kannada
Alphaanso En' Bi,2010-08-10T08:34:57Z,2010-08-10T08:34:57Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/3173,En' Bi Alphaanso,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Raamadaasa,198191_OU_Raamadaasa.pdf,7.585Mb,Publications,Kannada
Preimachan'dra Divan'data,2010-08-10T08:35:00Z,2010-08-10T08:35:00Z,1953//,http://oudl_osmania_ac_in/handle/OUDL/3181,Min'chinabal'l'i,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Maanasaruuvara,198143_OU_Maanasaruuvara.pdf,10.20Mb,Publications,Kannada
Laal Kishora,2010-08-10T08:35:00Z,2010-08-10T08:35:00Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3182,Saahitya Bhan'd'aara,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Gaan'dhii Vichaaradohana,198244_OU_Gaan'dhii_Vichaaradohana.pdf,16.05Mb,Publications,Kannada
Raajaaraav Kaivaara,2010-08-10T08:55:54Z,2010-08-10T08:55:54Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3498,Kaivaara Raajaaraav,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Bhaarataratna Javaahiraa,198558_OU_Bhaarataratna_Javaahiraa.pdf,32.12Mb,Publications,Kannada
Biichi,2010-08-10T08:35:05Z,2010-08-10T08:35:05Z,1924//,http://oudl_osmania_ac_in/handle/OUDL/3194,Raajalaqs-mi Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Manetanada Gaurava,198128_OU_Manetanada_Gaurava.pdf,11.51Mb,Publications,Kannada
Mallaari Meivun'd'i,2010-08-10T08:35:01Z,2010-08-10T08:35:01Z,1941//,http://oudl_osmania_ac_in/handle/OUDL/3183,Manuuhara Gran'tha Bhaan'd'aara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Aarati,198185_OU_Aarati.pdf,5.397Mb,Publications,Kannada
Shaasatri Basavappa,2010-08-10T08:55:55Z,2010-08-10T08:55:55Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3499,Vesli Pablishhin'g Haus,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Karnd-aat'aka Shaakun'tala Naat'akan',198584_OU_Karnd ... haakun'tala_Naat'akan'.pdf,9.934Mb,Publications,Kannada
Subbaajoyis Ech,2010-08-10T08:35:01Z,2010-08-10T08:35:01Z,1941//,http://oudl_osmania_ac_in/handle/OUDL/3184,Pan'chaachaarya Elekt'rik Pres,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Saarajanakada Mahatva 26,198234_OU_Saarajanakada_Mahatva_26.pdf,3.653Mb,Publications,Kannada
Muurti D'i Vi Ke,2010-08-10T09:46:09Z,2010-08-10T09:46:09Z,1948//,http://oudl_osmania_ac_in/handle/OUDL/4039,Muurti Vijansiis,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Paradeya Hin'de,200064_OU_Paradeya_Hin'de.pdf,5.456Mb,Publications,Kannada
Bhat't'a En Pi,2010-08-10T08:35:01Z,2010-08-10T08:35:01Z,1941//,http://oudl_osmania_ac_in/handle/OUDL/3185,En Pi Bhat't'a,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Neremaneya Had'ugi,198195_OU_Neremaneya_Had'ugi.pdf,13.28Mb,Publications,Kannada
Man'gesharaav Pan'je,2010-08-10T08:35:02Z,2010-08-10T08:35:02Z,1924//,http://oudl_osmania_ac_in/handle/OUDL/3186,Baalasaahitya Man'd'ala Limit'id',IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Kuut'i Channaya,198144_OU_Kuut'i_Channaya.pdf,5.869Mb,Publications,Kannada
Guruujii Saane,2010-08-10T08:35:05Z,2010-08-10T08:35:05Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/3195,Min'chinabal'l'i,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Apuurva Tyaaga,198076_OU_Apuurva_Tyaaga.pdf,4.058Mb,Publications,Kannada
